point_id,prefecture_code,year,usage_code,latest_price,price_change_rate,latitude,longitude
000,40133,000,001,795000,18.0,33.58529389,130.38856889
005,40133,005,001,6940000,2.1,33.58989389,130.39665389
000,40133,000,001,879000,10.6,33.58529389000006,130.3885689000001
005,40133,005,001,7080000,2.0,33.58989389000004,130.39665390000005
